seed,trial,n,m,rank_requested,rank_used,k_ratio,svd_topk_err,random_AB_err,rand_svd_subspace_err,leverage_col_err,random_colprune_err,params_svd_topk,params_random_AB,nnz_svd_col,topk_energy
0,34,128,64,8,8,0.125,0.8457296584034054,1.415039250040223,0.9493864993190538,0.9225435240199115,0.9376210875285734,1544,1536,1024,0.28474134489685937
0,35,128,64,8,8,0.125,0.8382026906842613,1.4052986417735347,0.947909600196795,0.9208915088294874,0.9365633879077533,1544,1536,1024,0.2974162493296644
0,36,128,64,8,8,0.125,0.8365389132371991,1.413541302850858,0.9298264391818162,0.9199412041975885,0.9325463813665645,1544,1536,1024,0.3002026466399258
0,37,128,64,8,8,0.125,0.8395127692098727,1.4184652937238482,0.9362884578790951,0.9201888766543156,0.9350218131066302,1544,1536,1024,0.2952183103335711
0,38,128,64,8,8,0.125,0.8358579541234774,1.414851087458654,0.9321935475573941,0.921750569371566,0.9409722441667789,1544,1536,1024,0.3013414805285148
0,39,128,64,8,8,0.125,0.8390528675258407,1.4214288342732777,0.9341820801753244,0.9218746264324307,0.9390046564531664,1544,1536,1024,0.29599028549666373
0,40,128,64,8,8,0.125,0.8425642430799882,1.4107745404165861,0.927016630108482,0.9201587726243113,0.9399756022670372,1544,1536,1024,0.29008549628304664
0,41,128,64,8,8,0.125,0.84421005942743,1.4156810819142236,0.9182441517608442,0.919836252143525,0.9366295326157089,1544,1536,1024,0.28730937556153496
0,42,128,64,8,8,0.125,0.838167395504705,1.4086944785392665,0.9439970890950066,0.9212385162721266,0.9345056662814261,1544,1536,1024,0.2974754171128594
0,43,128,64,8,8,0.125,0.8415863879680634,1.4111873761387863,0.9276959829356,0.9218855324978983,0.9327095078612008,1544,1536,1024,0.29173235158686817
0,44,128,64,8,8,0.125,0.8394530036819983,1.4097985102994686,0.9259633532966888,0.9243456924503846,0.9381370602382333,1544,1536,1024,0.29531865460927087
0,45,128,64,8,8,0.125,0.8402239408850635,1.4195609288847422,0.9565904567422658,0.920255314860919,0.9349267462887578,1544,1536,1024,0.29402372916357294
0,46,128,64,8,8,0.125,0.8397789329384382,1.4039948132840567,0.9377796209577084,0.9189031540152522,0.9340990150835671,1544,1536,1024,0.2947713437927781
0,47,128,64,8,8,0.125,0.8405998611384081,1.411742675856282,0.9323646900431619,0.9206025876832127,0.9352383202385508,1544,1536,1024,0.2933918734540888
0,48,128,64,8,8,0.125,0.84043181392317,1.4135401020453016,0.9261536983104642,0.9227627314810051,0.9384196550481556,1544,1536,1024,0.29367436614581005
0,49,128,64,8,8,0.125,0.8414553845320987,1.4112867415694432,0.9386683973316954,0.9207569644235812,0.9317478988067743,1544,1536,1024,0.2919528358419378
0,50,128,64,8,8,0.125,0.8390780766501433,1.4058873375445162,0.9344759539981831,0.9232419992145094,0.9343553526849179,1544,1536,1024,0.29594798128509614
0,51,128,64,8,8,0.125,0.8416504965735935,1.408560657986444,0.9458842119897536,0.9214129516972996,0.9349787878260992,1544,1536,1024,0.29162444161742307
0,52,128,64,8,8,0.125,0.8413417776082953,1.4175579858456546,0.9617550390209573,0.921410810661752,0.9380816148934712,1544,1536,1024,0.2921440132509138
0,53,128,64,8,8,0.125,0.8437684986410978,1.4294522354684074,0.9472547599255657,0.9227770844613148,0.9347060376790577,1544,1536,1024,0.28805472070094773
0,54,128,64,8,8,0.125,0.8409211581387406,1.430152390880974,0.9495923163157887,0.9235213012474325,0.9375470098662205,1544,1536,1024,0.2928516057945994
0,55,128,64,8,8,0.125,0.8381720982340811,1.4196891213669225,0.9630738324894228,0.9235557300780376,0.9311490232466756,1544,1536,1024,0.2974675337418778
0,56,128,64,8,8,0.125,0.8423788317966915,1.414602469221205,0.9310695795741041,0.9208594062019338,0.933890928628611,1544,1536,1024,0.2903979037408411
0,57,128,64,8,8,0.125,0.8443097198383853,1.417598924123204,0.9407035269060827,0.9234103948068921,0.9349535428861674,1544,1536,1024,0.2871410969864273
0,58,128,64,8,8,0.125,0.8425499149959645,1.399535317201158,0.9459418891047903,0.9215640091868283,0.9369228876480612,1544,1536,1024,0.290109640740293
0,59,128,64,8,8,0.125,0.8398248032400479,1.4161076779926252,0.9573673582855987,0.9224721803969446,0.9367148034996968,1544,1536,1024,0.29469429986281465
0,60,128,64,8,8,0.125,0.8396337050870062,1.4083819714603787,0.9455771859091749,0.9232860028625021,0.933877836500929,1544,1536,1024,0.2950152412818665
0,61,128,64,8,8,0.125,0.8343467229728087,1.4271192718977495,0.9365925735012395,0.9215281903401246,0.9367828307788387,1544,1536,1024,0.303865545864535
0,62,128,64,8,8,0.125,0.8370049796472907,1.4018235657415663,0.9560665679109503,0.9171195192605579,0.9393090426205686,1544,1536,1024,0.2994226640456383
0,63,128,64,8,8,0.125,0.841976960980949,1.423154851964698,0.9352785241866846,0.9210605826979356,0.9339796084468829,1544,1536,1024,0.2910747971772854
0,64,128,64,8,8,0.125,0.8389221080642095,1.3972116133079706,0.92422599669131,0.9224840202050616,0.9340704335003744,1544,1536,1024,0.2962096966011031
0,65,128,64,8,8,0.125,0.8402304552587915,1.4101690011438754,0.947254545812354,0.9212439522373723,0.9293562938011745,1544,1536,1024,0.2940127820556043
0,66,128,64,8,8,0.125,0.8397736488708296,1.4056735626007895,0.926842622587519,0.9201640103221483,0.9324700657932238,1544,1536,1024,0.29478021866217247
0,67,128,64,8,8,0.125,0.8441371808552044,1.4098502942761153,0.9302926842485204,0.9224751408470155,0.9371917175141353,1544,1536,1024,0.28743241989782814
0,68,128,64,8,8,0.125,0.8454120519434442,1.4104003529204665,0.9175380204915242,0.9198411150552745,0.9360054999611124,1544,1536,1024,0.2852784624287753
0,69,128,64,8,8,0.125,0.8493894204037692,1.413514653776486,0.9227901954822048,0.9234502196798795,0.9326025912902121,1544,1536,1024,0.2785376125061491
0,70,128,64,8,8,0.125,0.8409169066037177,1.419217943194637,0.9393115929281803,0.9234518096558971,0.9364729885977364,1544,1536,1024,0.2928587561880346
0,71,128,64,8,8,0.125,0.8391245890748776,1.4080892925712336,0.9582288710977468,0.9230216847565994,0.9348096295032636,1544,1536,1024,0.2958699240099181
0,72,128,64,8,8,0.125,0.8421716275637787,1.4252882304314682,0.9245248500581652,0.9209749346321273,0.9310837173262697,1544,1536,1024,0.2907469497265756
0,73,128,64,8,8,0.125,0.8405795878729349,1.4155556722143452,0.9317032152022623,0.922543835321192,0.9343866296785456,1544,1536,1024,0.2934259564513668
0,74,128,64,8,8,0.125,0.8418900578967639,1.4245631180558438,0.9579350802916371,0.9166354334650495,0.9370660903160674,1544,1536,1024,0.2912211304145835
0,75,128,64,8,8,0.125,0.8420870329468463,1.4253636182885403,0.9462314316397136,0.9204945515808586,0.935609094828985,1544,1536,1024,0.29088942894277703
0,76,128,64,8,8,0.125,0.8446135025192711,1.4299419847019306,0.9231576762099809,0.9225659436976831,0.9350265566726444,1544,1536,1024,0.2866280313621291
0,77,128,64,8,8,0.125,0.8406117059519068,1.4184886975274351,0.9331477835994408,0.9217129930832734,0.9367729270594206,1544,1536,1024,0.29337195981662484
0,78,128,64,8,8,0.125,0.8357764615222825,1.4237056402061994,0.9040653188704141,0.9218755642004612,0.9378840188139134,1544,1536,1024,0.30147770636529275
0,79,128,64,8,8,0.125,0.8397721451367467,1.4237275899522028,0.953874451175242,0.9213831899527788,0.9356914724997412,1544,1536,1024,0.29478274425242673
0,80,128,64,8,8,0.125,0.835546878705794,1.4173034841040302,0.9189755395179114,0.9222644130180021,0.9361482099624698,1544,1536,1024,0.30186141348500545
0,81,128,64,8,8,0.125,0.8392142100670978,1.4227902506982715,0.9136809536035102,0.9220313920419799,0.9400261732327949,1544,1536,1024,0.29571950962145754
0,82,128,64,8,8,0.125,0.8403074247248769,1.4077975456013274,0.9101902501152543,0.9223684943042305,0.9350339021190642,1544,1536,1024,0.29388343195224537
0,83,128,64,8,8,0.125,0.8415142764592797,1.399913606391339,0.9579462313544909,0.9199887007481109,0.9389698210108823,1544,1536,1024,0.29185372251521496
0,84,128,64,8,8,0.125,0.8414982848729283,1.4113785712904403,0.932445864771511,0.9207774523475978,0.9378362049305927,1544,1536,1024,0.29188063655592
